part_number,manufacturer,sell_price,quantity_available,margin_percent,cost_price,cert available,leadtime
387AS008M1206A2,,393.27,94,,,Mfg CoC,With Stock
NAS1611-116,,0.6,108,,,Mfg CoC,With Stock
AS3236-10,,1.51,80,,,Mfg CoC,3 weeks
NAS1801-3-19,,0.14,52,,,Mfg CoC,With Stock
MS9390-280,,1.03,0,,,Mfg CoC,3 weeks
NAS5312E3-12,,15,44,,,Mfg CoC,With Stock
NAS1149E0616R,,0.31,41,,,Mfg CoC,3 weeks
7387-400,,82.65,51,,,Mfg CoC,With Stock
NAS8703U5,,0.42,50,,,Mfg CoC,With Stock
NAS600-12,,0.1,50,,,Mfg CoC,3 weeks
NAS6304U4,,1.03,40,,,Mfg CoC,With Stock
NAS1149E0416P,,0.07,50,,,Mfg CoC,3 weeks
NAS1304-9D,,0.67,50,,,Mfg CoC,With Stock
NAS1200M5-6,,0.08,50,,,Mfg CoC,With Stock
NAS1080C06,,0.14,50,,,Mfg CoC,With Stock
MS9386-218,,5.2,55,,,Mfg CoC,3 weeks
MS51957-29,,0.03,50,,,Mfg CoC,3 weeks
NAS1102E3-18,,0.36,50,,,Mfg CoC,With Stock
MS21250-07020,,0.5,50,,,Mfg CoC,With Stock
MS28774-111,,0.34,50,,,Mfg CoC,3 weeks
MS21914-4J,,6.75,0,,,Mfg CoC,Per Lead-time
MS21141S0402,,0.97,50,,,Mfg CoC,3 weeks
MS20500-1032,,1.65,50,,,Mfg CoC,3 weeks
MS14145L7,,12.4,50,,,Mfg CoC,With Stock
MS17826-3,,1.15,50,,,Mfg CoC,3 weeks
MS20426AD6-10,,0.5,750,,,Mfg CoC,With Stock
J628P06,,0,0,,,Mfg CoC,
HL18PB5-3,,1.5,50,,,Mfg CoC,3 weeks
HL12V6-4,,1.06,50,,,Mfg CoC,With Stock
M83248-1-116,,0.32,50,,,Mfg CoC,With Stock
CR3552-5-04,,,50,,,Mfg CoC,With Stock
CR3552-5-3,,,50,,,Mfg CoC,With Stock
CSR904B4-5,,5.8,0,,,Mfg CoC,3 weeks
BACB30NM5K18,,3.06,0,,,Mfg CoC,3 weeks
AS3217-164,,2.16,0,,,Mfg CoC,Per Lead-time
AS3554-10,,12.5,50,,,Mfg CoC,With Stock
9794710095,,0,50,,,Mfg CoC,
AN4-15,,5.66,0,,,Mfg CoC,3 weeks
649-786-571-0,,22.69,50,,,Mfg CoC,3 weeks
624AG5HD,,61.04,25,,,Mfg CoC,With Stock
NAS1097AD5-12,,0.04,49,,,Mfg CoC,With Stock
NAS1081-08A4,,0.87,49,,,Mfg CoC,With Stock
MS9025-08,,1.8,0,,,Mfg CoC,3 weeks
M83485-1-131,,1.1,0,,,Mfg CoC,3 weeks
AS12812,,0,0,,,Mfg CoC,
MS9321-09,,0.26,48,,,Mfg CoC,3 weeks
MS21919WDG11,,0.82,48,,,Mfg CoC,3 weeks
HL12VAZ6-6,,0.88,11,,,Mfg CoC,3 weeks
MS9025-12,,0.3,47,,,Mfg CoC,3 weeks
MS16998-29,,0.43,47,,,Mfg CoC,With Stock
M83485-1-908,,1.14,34,,,Mfg CoC,3 weeks
133A1624P7,,0.16,47,,,Mfg CoC,3 weeks
21217TB2408,,0,445,,,Mfg CoC,
S9413-008,,0.32,46,,,Mfg CoC,With Stock
AS3237-11,,4.5,140,,,Mfg CoC,With Stock
M83248/1-013,,0.31,0,,,Mfg CoC,3 weeks
M83248-1-902,,0.75,45,,,Mfg CoC,3 weeks
AS22618,,5.96,109,,,Mfg CoC,With Stock
TA0910083,,24.39,26,,,Mfg CoC,With Stock
NAS1611-112,,0.74,44,,,Mfg CoC,3 weeks
MS28774-127,,0.51,44,,,Mfg CoC,With Stock
M25988/1-910,,0.8,44,,,Mfg CoC,With Stock
M83485-1-275,,17.28,1,,,Mfg CoC,Per Lead-time
M83485/1-342,,31.5,29,,,Mfg CoC,3 weeks
BA8303-1,,0,0,,,Mfg CoC,
AS61902,,12.82,236,,,Mfg CoC,With Stock
AS43003-904,,0.27,117,,,Mfg CoC,With Stock
ABS0112-24-03,,0,0,,,Mfg CoC,
NAS1919M05S03AU,,1.95,22,,,Mfg CoC,3 weeks
NAS1351-4-12P,,0.71,42,,,Mfg CoC,With Stock
MS20427M5-6,,0.38,292,,,Mfg CoC,With Stock
AS62213,,15.96,34,,,Mfg CoC,With Stock
AS3217-165,,2.45,159,,,Mfg CoC,With Stock
TA121003B16-04,,485.2,26,,,Mfg CoC,With Stock
HL584-10AW,,21.4,145,,,Mfg CoC,With Stock
SP127C,,0.07,40,,,Mfg CoC,3 weeks
NAS6604-12,,0,0,,,Mfg CoC,
NAS1612-10,,0.95,100,,,Mfg CoC,With Stock
NAS1802-4-12,,0.87,38,,,Mfg CoC,With Stock
MS28775-215,,0.32,40,,,Mfg CoC,3 weeks
MS20427F3-4,,0.01,40,,,Mfg CoC,With Stock
M83485/1-145,,1.55,181,,,Mfg CoC,With Stock
J628P04,,2.45,40,,,Mfg CoC,3 weeks
BACP18BC03A04P,,0.03,40,,,Mfg CoC,3 weeks
BACB30ZF3-09,,5.39,0,,,Mfg CoC,3 weeks
AS3209-112,,2.16,34,,,Mfg CoC,3 weeks
AN6-56A,,0,0,,,Mfg CoC,
MS9226-04,,52,25,,,Mfg CoC,With Stock
MS9386-214,,1.75,0,,,Mfg CoC,3 weeks
MS28778-5,,0.23,39,,,Mfg CoC,3 weeks
M83485-1-129,,1.3,88,,,Mfg CoC,3 weeks
AS21421,,4.02,71,,,Mfg CoC,With Stock
PMT738-3U9,,0.62,0,,,Mfg CoC,3 weeks
M83485/1-014,,0.91,1,,,Mfg CoC,3 weeks
BACR12BM111,,1.15,21,,,Mfg CoC,3 weeks
BACC10GT2-06,,0,102,,,Mfg CoC,
AS3217-176,,3.69,139,,,Mfg CoC,With Stock
649-412-155-0,,13.96,38,,,Mfg CoC,3 weeks
322U2338-2,,0,0,,,Mfg CoC,
NAS6203-5,,0,0,,,Mfg CoC,
NAS1611-029,,3.26,37,,,Mfg CoC,3 weeks
BACB30NR4K13,,9.69,107,,,Mfg CoC,With Stock
M83485/1-160,,4.04,41,,,Mfg CoC,With Stock
BACB30NR4K6,,2.65,61,,,Mfg CoC,With Stock
AS3209-150,,1.94,202,,,Mfg CoC,3 weeks
AS43013-272,,14.5,30,,,Mfg CoC,With Stock
NAS1791C4-1,,2.66,35,,,Mfg CoC,With Stock
MS28774-008,,0.28,35,,,Mfg CoC,3 weeks
MS28775-233,,1.19,35,,,Mfg CoC,With Stock
MS21070-3,,0.82,35,,,Mfg CoC,With Stock
MS16625-4112,,1.13,81,,,Mfg CoC,3 weeks
GSC500,,0,0,,,Mfg CoC,
J628P05,,0,0,,,Mfg CoC,
HL97DU6,,11.02,30,,,Mfg CoC,With Stock
BACJ40AC54-7,,8.62,20,,,Mfg CoC,3 weeks
NAS1193K5C,,6.57,34,,,Mfg CoC,With Stock
AS43013-040,,0,82,,,Mfg CoC,
MS28775-009,,0.14,33,,,Mfg CoC,3 weeks
MS27039-0806,,0.16,32,,,Mfg CoC,3 weeks
801A50-0005A,,0,19,,,Mfg CoC,
13226-400,,273.63,0,,,Mfg CoC,3 weeks
11777-08,,301.24,20,,,Mfg CoC,With Stock
NAS1101E3-8,,0.47,24,,,Mfg CoC,3 weeks
M83248-1-130,,1.18,26,,,Mfg CoC,With Stock
J1221G08,,10.62,31,,,Mfg CoC,With Stock
BACB28AK04-042,,5.65,0,,,Mfg CoC,3 weeks
310A2042-3,,0,0,,,Mfg CoC,
S8990-564,,1.94,30,,,Mfg CoC,3 weeks
NAS6604D10,,0.92,30,,,Mfg CoC,With Stock
NAS1611-023A,,0.74,30,,,Mfg CoC,With Stock
NAS1352N04-4,,0.24,30,,,Mfg CoC,With Stock
NAS1611-123A,,0.6,30,,,Mfg CoC,3 weeks
MS9489-08,,0.93,30,,,Mfg CoC,3 weeks
MS9386-222,,0.6,30,,,Mfg CoC,3 weeks
NAS1102E04-4,,0.4,30,,,Mfg CoC,With Stock
MS35275-231,,0.3,30,,,Mfg CoC,3 weeks
MS21140S0402,,1.6,30,,,Mfg CoC,With Stock
MS27198-24,,53.2,10,,,Mfg CoC,3 weeks
HL10V12-16,,6.79,30,,,Mfg CoC,With Stock
J643P07A,,10.33,30,,,Mfg CoC,3 weeks
M83248/1-151,,0.8,30,,,Mfg CoC,With Stock
EN2997SE61005BN,,141.2,21,,,Mfg CoC,With Stock
CR3522-4-03,,,30,,,Mfg CoC,3 weeks
AS3209-159,,1.71,30,,,Mfg CoC,With Stock
59169-1,,6.49,0,,,Mfg CoC,Per Lead-time
EN2997SE60803B7,,55.32,40,,,Mfg CoC,With Stock
AS62211,,10.8,14,,,Mfg CoC,With Stock
AS1895/23-300,,70.98,81,,,Mfg CoC,3 weeks
S3225-222,,0,0,,,Mfg CoC,
NAS1791C4-2NP,,5.47,28,,,Mfg CoC,With Stock
MS9954-08,,10.16,28,,,Mfg CoC,With Stock
MS35842-14,,2.1,233,,,Mfg CoC,3 weeks
MS28775-260,,3.67,28,,,Mfg CoC,With Stock
MS20470AD4-4,,0.03,28,,,Mfg CoC,With Stock
M83485/1-112,,0.32,28,,,Mfg CoC,3 weeks
BACR12BM115,,0.54,28,,,Mfg CoC,With Stock
NAS1801-08-7,,0.07,27,,,Mfg CoC,3 weeks
MS9902-04,,8.02,46,,,Mfg CoC,With Stock
M83248/1-125,,0.69,0,,,Mfg CoC,3 weeks
EN2997S61203FN,,120.63,27,,,Mfg CoC,With Stock
AS4987NP5C,,2.23,8,,,Mfg CoC,3 weeks
TA0280021-02,,0,0,,,Mfg CoC,
NAS1351N3H8,,1.84,26,,,Mfg CoC,3 weeks
MS35275-230,,0.31,22,,,Mfg CoC,With Stock
MS51957-14,,0.06,26,,,Mfg CoC,3 weeks
M83485-1-334,,11.47,38,,,Mfg CoC,3 weeks
M83485-1-251,,9.21,5,,,Mfg CoC,3 weeks
M25988/1-908,,1.2,26,,,Mfg CoC,3 weeks
M83248-1-008,,0.33,8,,,Mfg CoC,3 weeks
AS4561MK2,,2.32,0,,,Mfg CoC,Per Lead-time
AS3252-10,,45.62,21,,,Mfg CoC,3 weeks
AS43013-145,,2.55,26,,,Mfg CoC,With Stock
AS3209-118,,0.32,46,,,Mfg CoC,With Stock
AS21416,,3.14,72,,,Mfg CoC,3 weeks
8757-400,,118.03,26,,,Mfg CoC,With Stock
332A2600-5,,716.58,13,,,Mfg CoC,With Stock
NAS1726C4P,,1.12,25,,,Mfg CoC,With Stock
BACR12BM221,,4.95,14,,,Mfg CoC,3 weeks
202W331-25-0,,0,0,,,Mfg CoC,
387-034,,190.41,18,,,Mfg CoC,With Stock
S700M0986,,256.48,9,,,Mfg CoC,3 weeks
NAS1802-08-10,,0.3,24,,,Mfg CoC,With Stock
NAS1612-3A,,0.28,24,,,Mfg CoC,With Stock
NAS1193K10C,,10.48,24,,,Mfg CoC,With Stock
MS21069L3,,0.18,24,,,Mfg CoC,3 weeks
MS28778-4,,1.07,1222,,,Mfg CoC,3 weeks
MS20426AD3-4D,,0.02,24,,,Mfg CoC,With Stock
D0003166300000,,262.39,21,,,Mfg CoC,With Stock
AS3237-26,,2.04,0,,,Mfg CoC,3 weeks
AS3239-14,,29,41,,,Mfg CoC,With Stock
AS1895-4-125,,326.03,3,,,Mfg CoC,With Stock
SRK192L,,0,41,,,Mfg CoC,
S3225-160,,0,0,,,Mfg CoC,
MS9201-04,,0,0,,,Mfg CoC,
MS90376-16Y,,0.18,18,,,Mfg CoC,3 weeks
MS16555-625,,0.22,23,,,Mfg CoC,3 weeks
BACN11N8CS,,8.73,0,,,Mfg CoC,3 weeks
332A2341-2,,2405.86,6,,,Mfg CoC,3 weeks
NAS6604-31,,0.8,22,,,Mfg CoC,3 weeks
MS17825-6,,0,0,,,Mfg CoC,
AS55202-8,,165.16,21,,,Mfg CoC,With Stock
AS1895/4-200,,523.57,1,,,Mfg CoC,3 weeks
MS28775-236,,0.76,21,,,Mfg CoC,With Stock
MS28774-019,,0.36,21,,,Mfg CoC,With Stock
MS20995NC20,,25.94,21,,,Mfg CoC,With Stock
AS43013-221,,0,53,,,Mfg CoC,
202K132-25,,0,0,,,Mfg CoC,
S9413-012,,0.23,20,,,Mfg CoC,3 weeks
TA025059-08,,109.27,20,,,Mfg CoC,With Stock
SLP5182A3-1,,0.98,20,,,Mfg CoC,3 weeks
NAS8302-4,,0.14,20,,,Mfg CoC,3 weeks
SP126D,,0.53,305,,,Mfg CoC,With Stock
NAS6604-10,,0.2,20,,,Mfg CoC,With Stock
NAS1612-12,,1.4,20,,,Mfg CoC,3 weeks
NAS1802-3-11,,0.48,20,,,Mfg CoC,3 weeks
NAS1802-08-7,,0.66,20,,,Mfg CoC,3 weeks
NAS1352C08-8,,0.15,20,,,Mfg CoC,3 weeks
NAS1352N08-20,,0.72,20,,,Mfg CoC,With Stock
NAS1149D0932J,,0.06,20,,,Mfg CoC,3 weeks
NAS1611-224,,0.66,20,,,Mfg CoC,3 weeks
NAS1611-008A,,0.44,20,,,Mfg CoC,3 weeks
NAS1611-213,,0.4,20,,,Mfg CoC,3 weeks
MS9967-012,,1.02,320,,,Mfg CoC,With Stock
MS9880-12,,1.18,39,,,Mfg CoC,3 weeks
MS21919WF12,,4.9,28,,,Mfg CoC,With Stock
MS29513-115,,0.25,20,,,Mfg CoC,With Stock
MS24694S56,,0.09,20,,,Mfg CoC,With Stock
MS24694C52,,0.21,20,,,Mfg CoC,3 weeks
MS27595-016,,0.56,20,,,Mfg CoC,With Stock
M83485/1-907,,0.73,0,,,Mfg CoC,3 weeks
MS20427M5-8,,0.13,20,,,Mfg CoC,With Stock
HL11VF6-6,,1.52,20,,,Mfg CoC,3 weeks
ESC11SE62255SNO,,404.24,10,,,Mfg CoC,With Stock
EN2997SE61005B7,,199.66,22,,,Mfg CoC,With Stock
BACN10JN4CM,,4.29,0,,,Mfg CoC,3 weeks
AS5230T1212,,63.6,0,,,Mfg CoC,Per Lead-time
AS3209-140,,0.27,20,,,Mfg CoC,With Stock
AS3209-260,,3.43,20,,,Mfg CoC,3 weeks
AN5-15,,0.97,20,,,Mfg CoC,3 weeks
13100-200,,0,0,,,Mfg CoC,
097-0267-20,,83.3,90,,,Mfg CoC,With Stock
1015710,,215,20,,,Mfg CoC,3 weeks
SRWK258L,,97.97,0,,,Mfg CoC,Per Lead-time
NAS1791A3-2,,0.35,19,,,Mfg CoC,3 weeks
MS24694S2,,0.07,19,,,Mfg CoC,3 weeks
BACW10BP7ACU,,0.32,19,,,Mfg CoC,3 weeks
AS3209-119,,0.31,0,,,Mfg CoC,3 weeks
8522-882,,0,0,,,Mfg CoC,
202K132-25-0,,9.95,3,,,Mfg CoC,3 weeks
1794M49P106,,31.64,19,,,Mfg CoC,3 weeks
1-321897-0,,3.71,19,,,Mfg CoC,With Stock
NAS509-5,,1.07,18,,,Mfg CoC,3 weeks
MS25083-2BB3,,3.99,19,,,Mfg CoC,3 weeks
MS24693C4,,0.02,18,,,Mfg CoC,3 weeks
MS14144L5,,8.71,18,,,Mfg CoC,With Stock
M83485/1-123,,1.57,0,,,Mfg CoC,3 weeks
BACC10GU110,,1.1,18,,,Mfg CoC,3 weeks
AS3209-143,,1.26,16,,,Mfg CoC,3 weeks
AS1895-1-175,,516.83,24,,,Mfg CoC,With Stock
MS9276-14,,0.73,17,,,Mfg CoC,With Stock
MS28778-2,,0.32,17,,,Mfg CoC,3 weeks
M83248/1-018,,3,17,,,Mfg CoC,3 weeks
J221P148,,0,0,,,Mfg CoC,
AS3582-345,,1.83,7,,,Mfg CoC,3 weeks
AS27858,,8.25,0,,,Mfg CoC,3 weeks
202W342-12-0,,37.46,0,,,Mfg CoC,3 weeks
NAS1792A3-3,,0.49,16,,,Mfg CoC,3 weeks
NAS1802-08-8,,0.45,4,,,Mfg CoC,3 weeks
NAS1068RC3M,,0,0,,,Mfg CoC,
MS9902-06,,0,38,,,Mfg CoC,
MS28773-04,,0.42,16,,,Mfg CoC,3 weeks
M83485/1-162,,0,76,,,Mfg CoC,
C10GT2-24,,26.7,4,,,Mfg CoC,With Stock
69B90191-4,,95.05,0,,,Mfg CoC,3 weeks
602-8001-10C07,,216.19,1,,,Mfg CoC,3 weeks
731476,,471.43,14,,,Mfg CoC,3 weeks
NSA5060C6,,18.45,0,,,Mfg CoC,3 weeks
NAS1792A3-1,,0.3,15,,,Mfg CoC,3 weeks
NAS1611-131A,,0.57,15,,,Mfg CoC,3 weeks
MS51830CA201L,,8.54,0,,,Mfg CoC,3 weeks
MS9566-12,,2.06,15,,,Mfg CoC,3 weeks
MS9954-04,,5.92,15,,,Mfg CoC,With Stock
MS9954-06,,5.9,0,,,Mfg CoC,Per Lead-time
MS21914-4W,,2.94,0,,,Mfg CoC,3 weeks
LN9025-0510L,,0.09,15,,,Mfg CoC,3 weeks
J644P13A,,0,0,,,Mfg CoC,
EN2997SE61212BN,,124,10,,,Mfg CoC,3 weeks
EN2997SE61407B6,,220.84,0,,,Mfg CoC,3 weeks
AS3209-259,,4.69,15,,,Mfg CoC,3 weeks
097-0180-16,,24.5,15,,,Mfg CoC,With Stock
SRK258L,,8.75,553,,,Mfg CoC,With Stock
NAS561C2-7,,0.03,14,,,Mfg CoC,3 weeks
NAS1612-5A,,0.26,0,,,Mfg CoC,3 weeks
NAS2804-8,,2.77,2,,,Mfg CoC,3 weeks
NAS1101E3-10,,0.6,56,,,Mfg CoC,3 weeks
MS25036-149,,0.12,14,,,Mfg CoC,3 weeks
M83485-1-901,,0.68,0,,,Mfg CoC,3 weeks
EN2023R20L,,396.43,5,,,Mfg CoC,3 weeks
AN737TW74,,2.4,9,,,Mfg CoC,With Stock
9279M11P01,,19.27,14,,,Mfg CoC,3 weeks
AN3-11,,0.22,14,,,Mfg CoC,3 weeks
TA0210061-23,,0,0,,,Mfg CoC,
SL2334-08A3,,1.88,13,,,Mfg CoC,With Stock
NAS1792C3-2,,0.94,13,,,Mfg CoC,3 weeks
MS9575-04,,7.5,0,,,Mfg CoC,3 weeks
MS28774-014,,0.14,1013,,,Mfg CoC,3 weeks
MS28778-3,,0.24,13,,,Mfg CoC,3 weeks
M83248-1-214,,0.54,550,,,Mfg CoC,3 weeks
AS50212,,12.29,0,,,Mfg CoC,3 weeks
8522-881,,0,0,,,Mfg CoC,
AS12846,,10.1,10,,,Mfg CoC,3 weeks
0MP2505-13S,,242.72,6,,,Mfg CoC,With Stock
649-200-011-0,,0,0,,,Mfg CoC,
NSA5060L6B,,71.01,0,,,Mfg CoC,3 weeks
NAS1611-329A,,0.62,12,,,Mfg CoC,With Stock
NAS1351C3-10,,0.27,12,,,Mfg CoC,3 weeks
M83485/1-032,,2.48,6,,,Mfg CoC,3 weeks
AS3217-182,,3.57,0,,,Mfg CoC,3 weeks
AS3209-011,,0.29,12,,,Mfg CoC,3 weeks
AN4-26,,0,0,,,Mfg CoC,
AN3C4A,,0.24,0,,,Mfg CoC,3 weeks
AN5H14A,,0.94,12,,,Mfg CoC,With Stock
202K153-25-0,,9.82,8,,,Mfg CoC,With Stock
83769H16-14,,0,0,,,Mfg CoC,
TA025059-11,,110,0,,,Mfg CoC,3 weeks
NAS1922-0225-3,,5,0,,,Mfg CoC,Per Lead-time
NAS1352-08-8P,,0.24,11,,,Mfg CoC,With Stock
MS9557-08,,1.45,246,,,Mfg CoC,3 weeks
BACW10BP3NPK,,0.15,11,,,Mfg CoC,3 weeks
AS5169J06,,10.19,0,,,Mfg CoC,3 weeks
AS3239-18,,0,40,,,Mfg CoC,
AS1895-4-150,,0,5,,,Mfg CoC,
AN5H6A,,0.63,11,,,Mfg CoC,3 weeks
AN960-416,,0.05,11,,,Mfg CoC,3 weeks
649-412-156-0,,46.01,11,,,Mfg CoC,3 weeks
332A2920-225,,0,0,,,Mfg CoC,
SP90B3,,0.06,10,,,Mfg CoC,3 weeks
S2347-200,,26,10,,,Mfg CoC,3 weeks
NAS6204-13,,0.88,10,,,Mfg CoC,3 weeks
NAS43DD4-19FC,,0.18,10,,,Mfg CoC,3 weeks
NAS623-3-3,,0.08,10,,,Mfg CoC,3 weeks
NAS43HT3-27,,0.66,10,,,Mfg CoC,3 weeks
NAS6603-6,,0.12,10,,,Mfg CoC,3 weeks
NAS1423C3,,4.27,10,,,Mfg CoC,With Stock
NAS1351-4H32P,,1.54,10,,,Mfg CoC,With Stock
NAS1149E0863P,,0.36,10,,,Mfg CoC,3 weeks
NAS1611-024,,0.52,10,,,Mfg CoC,With Stock
NAS1149FN316P,,0.02,10,,,Mfg CoC,3 weeks
NAS1154-9,,0.14,10,,,Mfg CoC,With Stock
NAS1080R08,,0.52,10,,,Mfg CoC,3 weeks
MS9581-13,,4.8,10,,,Mfg CoC,With Stock
NAS1080C10,,0.87,10,,,Mfg CoC,3 weeks
MS27980-7B,,0.06,10,,,Mfg CoC,3 weeks
MS28774-023,,0.51,10,,,Mfg CoC,3 weeks
MS28774-116,,0.24,4,,,Mfg CoC,3 weeks
MS28775-011,,0.27,10,,,Mfg CoC,3 weeks
MS24694S54,,0.14,10,,,Mfg CoC,3 weeks
MS28775-239,,1.53,6,,,Mfg CoC,3 weeks
MS21902W6,,4.73,10,,,Mfg CoC,With Stock
MS21045-4,,0.5,10,,,Mfg CoC,3 weeks
M83485/1-238,,5.99,10,,,Mfg CoC,3 weeks
M83485/1-035,,3.07,49,,,Mfg CoC,With Stock
MS21025-16,,10.49,10,,,Mfg CoC,3 weeks
MS20002-5,,0.04,10,,,Mfg CoC,3 weeks
M85052-2-12,,2.18,10,,,Mfg CoC,3 weeks
HL20PB6-7,,0.5,10,,,Mfg CoC,3 weeks
M83248-1-029,,0.49,10,,,Mfg CoC,3 weeks
M25988/1-029,,0,0,,,Mfg CoC,
BACW10BP14ACU,,1.43,10,,,Mfg CoC,3 weeks
DA12-38A,,735.72,10,,,Mfg CoC,With Stock
BACB28AK04-125,,5.26,10,,,Mfg CoC,With Stock
BACN10JP4CC,,1.95,10,,,Mfg CoC,With Stock
AS22718,,3.74,10,,,Mfg CoC,With Stock
AS15001-2P,,1.93,10,,,Mfg CoC,3 weeks
AN4-17,,0.62,10,,,Mfg CoC,3 weeks
9794710170,,0,10,,,Mfg CoC,
AN3-12A,,0.17,10,,,Mfg CoC,With Stock
AN3-7A,,0.1,10,,,Mfg CoC,3 weeks
AN960PD416,,0.03,10,,,Mfg CoC,3 weeks
AP2501J4,,0,0,,,Mfg CoC,
AN4-20,,0.58,10,,,Mfg CoC,3 weeks
AN3-15A,,0.14,10,,,Mfg CoC,3 weeks
649-781-775-0,,0,0,,,Mfg CoC,
649-412-110-0,,7.22,10,,,Mfg CoC,3 weeks
720752-74,,89.15,10,,,Mfg CoC,3 weeks
NAS1351-3-10,,0.22,9,,,Mfg CoC,3 weeks
NAS1149F1032P,,0.06,9,,,Mfg CoC,3 weeks
NAS1130-06L15,,0,0,,,Mfg CoC,
MS9025-03,,0.19,6,,,Mfg CoC,3 weeks
MS28775-017,,0.5,9,,,Mfg CoC,3 weeks
MS29513-222,,0.24,9,,,Mfg CoC,3 weeks
MS16562-196,,0.15,9,,,Mfg CoC,With Stock
M83485/1-151,,0,0,,,Mfg CoC,
AN815-4J,,73.28,11,,,Mfg CoC,With Stock
AN814-2DL,,13.55,9,,,Mfg CoC,3 weeks
9560146210,,0,9,,,Mfg CoC,
400WSS4,,5.58,2935,,,Mfg CoC,With Stock
097-0179-16,,25.79,9,,,Mfg CoC,3 weeks
NAS1801-04-6,,0.09,8,,,Mfg CoC,3 weeks
NAS1612-16,,0.71,4,,,Mfg CoC,3 weeks
MS9245-47,,0.15,2,,,Mfg CoC,3 weeks
MS9386-212,,0.16,8,,,Mfg CoC,With Stock
MS21908J6,,33.67,0,,,Mfg CoC,3 weeks
MS27488-16,,0.11,8,,,Mfg CoC,3 weeks
MS28774-339,,1.56,8,,,Mfg CoC,3 weeks
MS20426AD4-10,,0.06,7,,,Mfg CoC,With Stock
MS20605AD3W3,,0.24,8,,,Mfg CoC,With Stock
J854P001A,,37.16,8,,,Mfg CoC,3 weeks
EN2997SE61407BN,,222.89,9,,,Mfg CoC,3 weeks
AS1895/7-450,,0,0,,,Mfg CoC,
AS1895/1-150,,432.15,0,,,Mfg CoC,3 weeks
AN4-6A,,0.16,8,,,Mfg CoC,3 weeks
SP126B,,0.38,500,,,Mfg CoC,With Stock
SF001-20-16-08,,0,0,,,Mfg CoC,
NAS1792C4-3,,2.23,7,,,Mfg CoC,With Stock
NAS1149V0416M,,3.81,0,,,Mfg CoC,3 weeks
MS9557-19,,3,124,,,Mfg CoC,With Stock
MS28782-15,,0.37,7,,,Mfg CoC,With Stock
MS3459KS12S3B,,90.13,0,,,Mfg CoC,Per Lead-time
HL48-8-5,,18.89,91,,,Mfg CoC,3 weeks
ESC10SE61407SN0,,0,0,,,Mfg CoC,
BACN10MT4,,0,0,,,Mfg CoC,
AS5969T1616,,267,7,,,Mfg CoC,With Stock
9057M50P01,,122,0,,,Mfg CoC,3 weeks
AN175-47,,7.15,7,,,Mfg CoC,With Stock
400WSS7,,10.95,34,,,Mfg CoC,With Stock
114896-6,,2100,10,,,Mfg CoC,With Stock
83664-12,,193.28,4,,,Mfg CoC,With Stock
7110MS952T,,38.71,7,,,Mfg CoC,3 weeks
SRWK192L0024,,22.23,6,,,Mfg CoC,3 weeks
NAS6704U4,,1.16,6,,,Mfg CoC,3 weeks
NAS1193K6C,,5.63,6,,,Mfg CoC,With Stock
NAS1149V0432M,,0,0,,,Mfg CoC,
MS35338-39,,0.03,6,,,Mfg CoC,3 weeks
M83248-1-016,,0.14,6,,,Mfg CoC,3 weeks
M83248-1-226,,0.79,0,,,Mfg CoC,3 weeks
J644P06D,,17.7,6,,,Mfg CoC,3 weeks
J522P52,,13.02,6,,,Mfg CoC,3 weeks
HL97-6,,9.48,6,,,Mfg CoC,3 weeks
EN2997SE61212B6,,0,0,,,Mfg CoC,
9511M37P05,,16.21,6,,,Mfg CoC,3 weeks
AN3C6A,,0.53,6,,,Mfg CoC,3 weeks
AN814-4DL,,3.1,14,,,Mfg CoC,3 weeks
NAS6603-10,,0.14,5,,,Mfg CoC,3 weeks
NAS1611-021A,,0.51,5,,,Mfg CoC,3 weeks
MS25225-3,,29.54,5,,,Mfg CoC,With Stock
MS28775-012,,0.55,660,,,Mfg CoC,With Stock
MS21923K6,,8.95,5,,,Mfg CoC,With Stock
MS28775-237,,1.09,5,,,Mfg CoC,3 weeks
MS16624-5018-1,,0.18,5,,,Mfg CoC,3 weeks
MS20995NC40,,28.16,5,,,Mfg CoC,3 weeks
M83485-1-214,,0,0,,,Mfg CoC,
MS16998-27,,0.42,5,,,Mfg CoC,3 weeks
MS20470AD6-4,,0.14,5,,,Mfg CoC,With Stock
J221P134,,3.26,5,,,Mfg CoC,3 weeks
BACC10GU104,,0.53,5,,,Mfg CoC,3 weeks
BACJ40AD45-4,,23.38,0,,,Mfg CoC,3 weeks
BACB30PN5H5,,42.28,5,,,Mfg CoC,3 weeks
AS5230J0606,,0,0,,,Mfg CoC,
AS3209-261,,1.83,5,,,Mfg CoC,3 weeks
AS3209-258,,2.56,5,,,Mfg CoC,3 weeks
AN6-15,,0.84,5,,,Mfg CoC,3 weeks
AN6289-10,,4.4,5,,,Mfg CoC,With Stock
AN3-10A,,0.17,5,,,Mfg CoC,3 weeks
1871M89P01,,130.77,5,,,Mfg CoC,3 weeks
0MP2505-6,,928.48,1,,,Mfg CoC,3 weeks
1794M49P03,,42.09,5,,,Mfg CoC,With Stock
TA025022-05,,101.07,4,,,Mfg CoC,3 weeks
TA025022-06,,115,4,,,Mfg CoC,3 weeks
NSA5060L9,,49.5,4,,,Mfg CoC,With Stock
NAS6609D49,,10.24,4,,,Mfg CoC,3 weeks
